plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
214	D	8	0.3284	sample	124878.3	200	MoPrP18_Bi8H4020	TRUE	NA	29.262	29.262	
214	D	9	0.2837	sample	121895.4	200	MoPrP18_Bi8H4020	TRUE	NA	24.721	24.721	
214	D	10	0.2813	sample	121895.4	200	MoPrP18_Bi8H4020	TRUE	NA	24.479	24.479	
214	D	11	0.0499	sample	MoNeg	200	MoPrP18_Bi8H4020	TRUE	NA	2.187	4.096	LLQ
214	D	12	0.0546	sample	MoNeg	200	MoPrP18_Bi8H4020	TRUE	NA	2.634	4.096	LLQ
214	E	1	0.2853	standard	0.128	1	MoPrP18_Bi8H4020	TRUE	NA	0.124	0.124	
214	E	2	0.3026	standard	0.128	1	MoPrP18_Bi8H4020	TRUE	NA	0.133	0.133	
214	E	3	0.2409	standard	0.128	1	MoPrP18_Bi8H4019	TRUE	0.128	0.126	0.126	
214	E	4	0.2408	standard	0.128	1	MoPrP18_Bi8H4019	TRUE	0.128	0.126	0.126	
214	E	5	0.3366	sample	122959.4	200	MoPrP18_Bi8H4020	TRUE	NA	30.105	30.105	
214	E	6	0.3479	sample	122959.4	200	MoPrP18_Bi8H4020	TRUE	NA	31.274	31.274	
214	E	7	0.3455	sample	129703.1	200	MoPrP18_Bi8H4020	TRUE	NA	31.025	31.025	
214	E	8	0.3396	sample	129703.1	200	MoPrP18_Bi8H4020	TRUE	NA	30.415	30.415	
214	E	9	0.2976	sample	138072.1	200	MoPrP18_Bi8H4020	TRUE	NA	26.122	26.122	
214	E	10	0.2864	sample	138072.1	200	MoPrP18_Bi8H4020	TRUE	NA	24.992	24.992	
214	E	11	0.3534	sample	MoPosHiQC	200	MoPrP18_Bi8H4019	TRUE	NA	38.508	38.508	
214	E	12	0.3759	sample	MoPosHiQC	200	MoPrP18_Bi8H4019	TRUE	NA	41.222	41.222	
214	F	1	0.1355	standard	0.0512	1	MoPrP18_Bi8H4020	TRUE	NA	0.051	0.051	
214	F	2	0.136	standard	0.0512	1	MoPrP18_Bi8H4020	TRUE	NA	0.052	0.052	
214	F	3	0.1112	standard	0.0512	1	MoPrP18_Bi8H4019	TRUE	0.0512	0.052	0.052	
214	F	4	0.1101	standard	0.0512	1	MoPrP18_Bi8H4019	TRUE	0.0512	0.052	0.052	
214	F	5	1.0126	sample	124008.3	400	MoPrP18_Bi8H4020	TRUE	NA	231.336	231.336	
214	F	6	1.0308	sample	124008.3	400	MoPrP18_Bi8H4020	TRUE	NA	237.089	237.089	
214	F	7	0.7322	sample	136314.2	200	MoPrP18_Bi8H4020	TRUE	NA	75.706	75.706	
214	F	8	0.717	sample	136314.2	200	MoPrP18_Bi8H4020	TRUE	NA	73.747	73.747	
214	F	9	0.559	sample	136317.4	200	MoPrP18_Bi8H4020	TRUE	NA	54.446	54.446	
214	F	10	0.5067	sample	136317.4	200	MoPrP18_Bi8H4020	TRUE	NA	48.449	48.449	
214	F	11	0.1581	sample	MoPosMidQC	200	MoPrP18_Bi8H4019	TRUE	NA	15.794	15.794	
214	F	12	0.1612	sample	MoPosMidQC	200	MoPrP18_Bi8H4019	TRUE	NA	16.147	16.147	
214	G	1	0.0727	standard	0.02048	1	MoPrP18_Bi8H4020	TRUE	NA	0.022	0.022	
214	G	2	0.0703	standard	0.02048	1	MoPrP18_Bi8H4020	TRUE	NA	0.021	0.02	LLQ
214	G	3	0.0607	standard	0.02048	1	MoPrP18_Bi8H4019	TRUE	0.02048	0.023	0.023	
214	G	4	0.0599	standard	0.02048	1	MoPrP18_Bi8H4019	TRUE	0.02048	0.023	0.02	LLQ
214	G	5	0.6807	sample	139180.4	200	MoPrP18_Bi8H4020	TRUE	NA	69.145	69.145	
214	G	6	0.7164	sample	139180.4	200	MoPrP18_Bi8H4020	TRUE	NA	73.67	73.67	
214	G	7	0.76	sample	136315.1	200	MoPrP18_Bi8H4020	TRUE	NA	79.339	79.339	
214	G	8	0.752	sample	136315.1	200	MoPrP18_Bi8H4020	TRUE	NA	78.287	78.287	
214	G	9	0.5456	sample	138883.3	200	MoPrP18_Bi8H4020	TRUE	NA	52.892	52.892	
214	G	10	0.5083	sample	138883.3	200	MoPrP18_Bi8H4020	TRUE	NA	48.63	48.63	
214	G	11	0.0701	sample	MoPosLoQC	200	MoPrP18_Bi8H4019	TRUE	NA	5.727	5.727	
214	G	12	0.0724	sample	MoPosLoQC	200	MoPrP18_Bi8H4019	TRUE	NA	5.994	5.994	
214	H	1	0.0281	standard	0	1	MoPrP18_Bi8H4020	TRUE	NA	0	0.02	LLQ
214	H	2	0.0268	standard	0	1	MoPrP18_Bi8H4020	TRUE	NA	NA	0.02	LLQ
214	H	3	0.0224	standard	0	1	MoPrP18_Bi8H4019	FALSE	0	NA	0.02	LLQ
214	H	4	0.023	standard	0	1	MoPrP18_Bi8H4019	FALSE	0	NA	0.02	LLQ
214	H	5	0.7588	sample	139181.2	200	MoPrP18_Bi8H4020	TRUE	NA	79.181	79.181	
214	H	6	0.7564	sample	139181.2	200	MoPrP18_Bi8H4020	TRUE	NA	78.865	78.865	
214	H	7	1.0318	sample	69823.3	400	MoPrP18_Bi8H4020	TRUE	NA	237.407	237.407	
214	H	8	1.0735	sample	69823.3	400	MoPrP18_Bi8H4020	TRUE	NA	250.895	250.895	
214	H	9	0.5601	sample	139185.2	200	MoPrP18_Bi8H4020	TRUE	NA	54.574	54.574	
214	H	10	0.5397	sample	139185.2	200	MoPrP18_Bi8H4020	TRUE	NA	52.212	52.212	
214	H	11	0.0443	sample	MoNeg	200	MoPrP18_Bi8H4019	FALSE	NA	2.668	4.096	LLQ
214	H	12	0.045	sample	MoNeg	200	MoPrP18_Bi8H4019	FALSE	NA	2.753	4.096	LLQ
