plate	row	col	a450_bck	stype	detail	dilution	standard_curve	above_baseline	nominal	ngml	ngml_trunc	flag
NA	E	6	0.109	sample	28	200	MoPrP18	TRUE	NA	14.085	14.085	
NA	E	7	0.214	sample	56	200	MoPrP18	TRUE	NA	27.389	27.389	
NA	E	8	0.192	sample	56	200	MoPrP18	TRUE	NA	24.538	24.538	
NA	E	9	0.24	sample	MoPosMidQC	200	MoPrP18	TRUE	NA	30.802	30.802	
NA	E	10	0.215	sample	MoPosMidQC	200	MoPrP18	TRUE	NA	27.519	27.519	
NA	F	1	0.076	standard	0.0512	1	MoPrP18	TRUE	0.0512	0.05	0.05	
NA	F	2	0.068	standard	0.0512	1	MoPrP18	TRUE	0.0512	0.045	0.045	
NA	F	3	0.262	sample	23	200	MoPrP18	TRUE	NA	33.727	33.727	
NA	F	4	0.254	sample	23	200	MoPrP18	TRUE	NA	32.659	32.659	
NA	F	5	0.102	sample	30	200	MoPrP18	TRUE	NA	13.225	13.225	
NA	F	6	0.1	sample	30	200	MoPrP18	TRUE	NA	12.98	12.98	
NA	F	7	0.232	sample	60	200	MoPrP18	TRUE	NA	29.746	29.746	
NA	F	8	0.226	sample	60	200	MoPrP18	TRUE	NA	28.958	28.958	
NA	F	9	0.052	sample	MoPosLoQC	200	MoPrP18	TRUE	NA	7.186	7.186	
NA	F	10	0.062	sample	MoPosLoQC	200	MoPrP18	TRUE	NA	8.379	8.379	
NA	G	1	0.032	standard	0.02048	1	MoPrP18	TRUE	0.02048	0.024	0.024	
NA	G	2	0.031	standard	0.02048	1	MoPrP18	TRUE	0.02048	0.024	0.02	LLQ
NA	G	3	0.093	sample	7	200	MoPrP18	TRUE	NA	12.125	12.125	
NA	G	4	0.095	sample	7	200	MoPrP18	TRUE	NA	12.369	12.369	
NA	G	5	0.102	sample	33	200	MoPrP18	TRUE	NA	13.225	13.225	
NA	G	6	0.101	sample	33	200	MoPrP18	TRUE	NA	13.103	13.103	
NA	G	7	0.311	sample	62	200	MoPrP18	TRUE	NA	40.366	40.366	
NA	G	8	0.301	sample	62	200	MoPrP18	TRUE	NA	38.997	38.997	
NA	G	9	0.017	sample	MoNeg	200	MoPrP18	TRUE	NA	3.073	4.096	LLQ
NA	G	10	0.019	sample	MoNeg	200	MoPrP18	TRUE	NA	3.305	4.096	LLQ
NA	H	1	-0.001	standard	0	1	MoPrP18	FALSE	0	0.005	0.02	LLQ
NA	H	2	-0.000999999999999973	standard	0	1	MoPrP18	TRUE	0	0.005	0.02	LLQ
NA	H	3	0.142	sample	9	200	MoPrP18	TRUE	NA	18.184	18.184	
NA	H	4	0.142	sample	9	200	MoPrP18	TRUE	NA	18.184	18.184	
NA	H	5	0.123	sample	35	200	MoPrP18	TRUE	NA	15.815	15.815	
NA	H	6	0.117	sample	35	200	MoPrP18	TRUE	NA	15.072	15.072	
NA	H	7	0.226	sample	64	200	MoPrP18	TRUE	NA	28.958	28.958	
NA	H	8	0.22	sample	64	200	MoPrP18	TRUE	NA	28.172	28.172	
